SERIALNUMBER,SERVICEAREA,SERVICETYPE,SYMPTOMCODE
151618005141,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
151406005908,ITA_006 : DISTRETTO 4,Installation,NO-DISPLAY
151640000603,ITA_071 : DISTRETTO 6,Product Substitution,Oven does not switch on
Not assigned,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
412114778,ITA_030 : DISTRETTO 1,Product Substitution,Oven door not aligned
151647002992,ITA_017 : DISTRETTO 3,Standard Repair,Noise: from rotating plate
151546000757,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
151604009861,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
406080284,ITA_017 : DISTRETTO 3,Standard Repair,Steam from the door
510280007,ITA_009 : DISTRETTO 9,Standard Repair,Door will not Open
508031151,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
999999999,ITA_092 : DISTRETTO 5,Installation,Accessories / components / parts - broke
151549004654,ITA_088 : DISTRETTO 7,Installation,Use for JLP bulk booking's - NA
603080131,ITA_092 : DISTRETTO 5,Product Substitution,Oven door not aligned
371119701779,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),Oven does not heat
702110512,ITA_030 : DISTRETTO 1,Standard Repair,Door will not Close
151602004659,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151705005043,ITA_017 : DISTRETTO 3,Standard Repair,Door will not Open
311263849,ITA_092 : DISTRETTO 5,Standard Repair,Poor wash results : clothes stained / di
999999999,ITA_088 : DISTRETTO 7,Installation,Oven door not aligned
151642001170,ITA_071 : DISTRETTO 6,Standard Repair,Oven door not aligned
371437001792,ITA_017 : DISTRETTO 3,Six Month Spares,Outer glass broken - PREORD - NA
303150422,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),It doesn't cook
608252813,ITA_006 : DISTRETTO 4,Standard Repair,Door will not Open
371245700914,ITA_030 : DISTRETTO 1,Standard Repair,Control panel display fault - NA
402215478,ITA_071 : DISTRETTO 6,Installation,Use for JLP bulk booking's - NA
602100038,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
999999999,ITA_006 : DISTRETTO 4,Installation,Oven door not aligned
151648001025,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
Not assigned,ITA_017 : DISTRETTO 3,Standard Repair,Door will not Close
412250053,ITA_043 : DISTRETTO 2,Product Substitution,Oven door not aligned
604050280,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Open
151535011538,ITA_043 : DISTRETTO 2,Installation,Product installation request - NA
702100230,ITA_030 : DISTRETTO 1,Non funz 1°utilizzo,Not assigned
151514003017,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Not assigned
151629006009,ITA_092 : DISTRETTO 5,Standard Repair,Control panel display fault - NA
151528002394,ITA_092 : DISTRETTO 5,Standard Repair,Door will not Open
703080355,ITA_043 : DISTRETTO 2,Installation,NO-DISPLAY
503030111,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
701100089,ITA_017 : DISTRETTO 3,Standard Repair,Door will not Open
410150119,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
151603005442,ITA_017 : DISTRETTO 3,Built In Free Test,Appliance safety check / check-up - NA
371014700917,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151618006296,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151628006138,ITA_092 : DISTRETTO 5,Standard Repair,Accessories / components / parts - broke
606230032,ITA_092 : DISTRETTO 5,Installation,Oven door not aligned
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
371220701098,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
611070509,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
151707008694,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
151703005855,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
999999999,ITA_088 : DISTRETTO 7,Installation,Door will not Open
Not assigned,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
371219305591,ITA_0MI : LAB_MI,Standard Repair,Oven door not aligned
370952700178,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
702121232,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
151634006176,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151547008404,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
605030445,ITA_030 : DISTRETTO 1,Standard Repair,Emergency cut-out triggers
999999999,ITA_088 : DISTRETTO 7,Installation,Outer glass damaged - PREORD - NA
999999999,ITA_030 : DISTRETTO 1,Installation,Front panel damaged / dented - PREORD -
151617001057,ITA_006 : DISTRETTO 4,Standard Repair,Component is dented / damaged
305044096,ITA_030 : DISTRETTO 1,Complex Repair,Oven door not aligned
601290307,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151604008343,ITA_017 : DISTRETTO 3,Complex Repair,Oven door not aligned
371435003367,ITA_092 : DISTRETTO 5,Standard Repair,WH-DOOR on display
604072183,ITA_030 : DISTRETTO 1,Product Substitution,Not assigned
341604159485,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
371317301884,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
610200155,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
151621007785,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
151606009299,ITA_043 : DISTRETTO 2,Standard Repair,Door will not Open
603020474,ITA_088 : DISTRETTO 7,Installation,Steam from the door
510130464,ITA_071 : DISTRETTO 6,Standard Repair,Door will not Open
712114778,ITA_030 : DISTRETTO 1,Installation,Oven door not aligned
151642000995,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151530000642,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
999999999,ITA_030 : DISTRETTO 1,Installation,Accessories / components / parts - broke
421503003511,ITA_088 : DISTRETTO 7,Installation,Outer glass broken - PREORD - NA
605020127,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
421532011008,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not switch on
151518003795,ITA_006 : DISTRETTO 4,Standard Repair,Steam from the door
111618702503,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151621006583,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151614200173,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
370717701385,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151648007434,ITA_071 : DISTRETTO 6,Installation,Oven does not switch on
151704001689,ITA_071 : DISTRETTO 6,Standard Repair,Oven door not aligned
151609007800,ITA_071 : DISTRETTO 6,Standard Repair,Door will not Open
151641005382,ITA_092 : DISTRETTO 5,Built In Free Test,Appliance safety check / check-up - NA
999999999,ITA_030 : DISTRETTO 1,Installation,Oven door not aligned
702171321,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
604052937,ITA_006 : DISTRETTO 4,Dif da Logist Trade,Not assigned
151719005932,ITA_088 : DISTRETTO 7,Installation,Oven door not aligned
151514008172,ITA_092 : DISTRETTO 5,Standard Repair,Oven door not aligned
407032236,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
151611006559,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151702000430,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
151715004775,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
151634001711,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
703080444,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
501060122,ITA_043 : DISTRETTO 2,Product Substitution,Control panel display fault - NA
301290128,ITA_071 : DISTRETTO 6,R+1 Std (Maytag),Oven door not aligned
221,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
999999999,ITA_006 : DISTRETTO 4,Standard Repair,Front panel damaged / dented - PREORD -
151540001809,ITA_006 : DISTRETTO 4,Complex Repair,Other problem
371031700073,ITA_006 : DISTRETTO 4,R+1 Std (Maytag),Other problem
151516004082,ITA_017 : DISTRETTO 3,Standard Repair,Other problem
151618007464,ITA_030 : DISTRETTO 1,Non funz 1°utilizzo,Not assigned
371118300289,ITA_0MI : LAB_MI,R+1 Std (Maytag),It doesn't work
604050384,ITA_0MI : LAB_MI,Product Substitution,Oven door not aligned
603161264,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
151549004654,ITA_088 : DISTRETTO 7,Product Substitution,Door will not Close
605270358,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
505010401,ITA_006 : DISTRETTO 4,Product Substitution,Oven door not aligned
410070028,ITA_030 : DISTRETTO 1,Product Substitution,It doesn't cook
421441018605,ITA_0MI : LAB_MI,Standard Repair,Oven does not heat
609205888,ITA_043 : DISTRETTO 2,Product Substitution,Not assigned
151606009293,ITA_006 : DISTRETTO 4,Standard Repair,Door will not Close
303080100,ITA_071 : DISTRETTO 6,Standard Repair,Door will not Close
371242700889,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151445002753,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
410070010,ITA_088 : DISTRETTO 7,Product Substitution,Oven door not aligned
612121456,ITA_043 : DISTRETTO 2,Product Substitution,Accessories / components / parts - broke
Not assigned,ITA_0MI : LAB_MI,Standard Repair,Inner door glass broken / damaged  in a
Not assigned,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
604050004,ITA_071 : DISTRETTO 6,Product Substitution,Oven door not aligned
605030014,ITA_043 : DISTRETTO 2,Product Substitution,Oven door not aligned
410200014,ITA_030 : DISTRETTO 1,Product Substitution,Oven does not heat
151441001510,ITA_043 : DISTRETTO 2,Product Substitution,Oven does not heat
421447011528,ITA_092 : DISTRETTO 5,Standard Repair,Door will not Close
151642000814,ITA_006 : DISTRETTO 4,Standard Repair,F2E1 on display
151642004152,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
221526000006,ITA_030 : DISTRETTO 1,Product Substitution,Outer glass broken - PREORD - NA
371210302507,ITA_006 : DISTRETTO 4,Product Substitution,Oven door not aligned
411609006320,ITA_088 : DISTRETTO 7,Special Authorizatio,Too noisy
402240045,ITA_017 : DISTRETTO 3,Product Substitution,Oven door not aligned
371209701818,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),Oven door not aligned
604010439,ITA_030 : DISTRETTO 1,Product Substitution,Automatic programs duration time
371416009854,ITA_030 : DISTRETTO 1,Product Substitution,Door will not Open
151520005389,ITA_006 : DISTRETTO 4,Product Substitution,Oven does not heat
609100472,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151706001176,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Close
151641006697,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
151623003871,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
404260470,ITA_030 : DISTRETTO 1,Product Substitution,Oven door not aligned
999999999,ITA_043 : DISTRETTO 2,Installation,F2E1 on display
603020161,ITA_008 : DISTRETTO 8,Product Substitution,It doesn't cook
999999999,ITA_009 : DISTRETTO 9,Standard Repair,Oven door not aligned
604050847,ITA_030 : DISTRETTO 1,Product Substitution,Oven door not aligned
506180489,ITA_030 : DISTRETTO 1,Product Substitution,Oven door not aligned
371327701932,ITA_009 : DISTRETTO 9,Standard Repair,Turntable not rotating - NOT AVOID - NA
371032701666,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
421551009077,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
307170024,ITA_071 : DISTRETTO 6,Standard Repair,Oven door not aligned
151525003851,ITA_092 : DISTRETTO 5,Standard Repair,Emergency cut-out triggers
151603005390,ITA_088 : DISTRETTO 7,Product Substitution,Oven does not switch on
608180532,ITA_030 : DISTRETTO 1,Standard Repair,Oven door not aligned
151623001213,ITA_006 : DISTRETTO 4,Standard Repair,Door will not Open
151707003715,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
608180050,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
151629004697,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Close
151614002810,ITA_043 : DISTRETTO 2,Standard Repair,Door will not Close
411195176,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
371415005140,ITA_071 : DISTRETTO 6,Standard Repair,Door will not Open
501060006,ITA_043 : DISTRETTO 2,Product Substitution,Door will not Open
371210304600,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
999999999,ITA_017 : DISTRETTO 3,Standard Repair,Appliance dented / damaged
151538004041,ITA_030 : DISTRETTO 1,Standard Repair,Door will not Open
151619003154,ITA_017 : DISTRETTO 3,Standard Repair,Outer glass broken - PREORD - NA
Not assigned,ITA_030 : DISTRETTO 1,Standard Repair,Oven light dims
151635002391,ITA_017 : DISTRETTO 3,Product Substitution,Oven does not heat
999999999,ITA_0MI : LAB_MI,Standard Repair,Oven door not aligned
151617005264,ITA_043 : DISTRETTO 2,Product Substitution,Oven door not aligned
999999999,ITA_030 : DISTRETTO 1,Installation,Oven door not aligned
151638003642,ITA_043 : DISTRETTO 2,Product Substitution,Door will not Open
151508004245,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151702000402,ITA_043 : DISTRETTO 2,Product Substitution,Not assigned
151631008973,ITA_043 : DISTRETTO 2,Product Substitution,Not assigned
151629003520,ITA_043 : DISTRETTO 2,Standard Repair,Automatic programs duration time
606106269,ITA_008 : DISTRETTO 8,Product Substitution,Door will not Close
370823700783,ITA_043 : DISTRETTO 2,Product Substitution,Oven door not aligned
606040117,ITA_071 : DISTRETTO 6,Product Substitution,Sparks during cooking
151620006397,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
370316800399,ITA_006 : DISTRETTO 4,Standard Repair,It doesn't work
151629004698,ITA_092 : DISTRETTO 5,Standard Repair,Oven light dims
503090076,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
151447005517,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Close
371117700350,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),Oven does not heat
610040048,ITA_071 : DISTRETTO 6,R+1 Std (Maytag),Emergency cut-out triggers
151535005646,ITA_009 : DISTRETTO 9,Product Substitution,Oven door not aligned
371247305090,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
151637000611,ITA_071 : DISTRETTO 6,Standard Repair,Outer glass broken - PREORD - NA
999999999,ITA_043 : DISTRETTO 2,Standard Repair,WH-DOOR on display
371406012468,ITA_009 : DISTRETTO 9,Standard Repair,Sparks during cooking
151608006990,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
999999999,ITA_092 : DISTRETTO 5,Not assigned,Use for JLP bulk booking's - NA
999999999,ITA_092 : DISTRETTO 5,Installation,Oven door not aligned
606101111,ITA_030 : DISTRETTO 1,Product Substitution,Automatic programs duration time
151707002602,ITA_088 : DISTRETTO 7,Complex Repair,Control panel display fault - NA
151521002161,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
404170880,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
609030164,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
604052075,ITA_030 : DISTRETTO 1,Standard Repair,Door will not Open
703080288,ITA_030 : DISTRETTO 1,Installation,Outer glass broken - PREORD - NA
702131067,ITA_043 : DISTRETTO 2,Non funz 1°utilizzo,Not assigned
151626002472,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
370926700763,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
151449000285,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
999999999,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
303080086,ITA_043 : DISTRETTO 2,Standard Repair,Outer glass broken - PREORD - NA
151635003937,ITA_043 : DISTRETTO 2,Product Substitution,F2E1 on display
999999999,ITA_043 : DISTRETTO 2,Installation,Oven door not aligned
371113701991,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
370547700500,ITA_009 : DISTRETTO 9,Standard Repair,Sparks during cooking
410150081,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
999999999,ITA_0MI : LAB_MI,Standard Repair,Door will not Open
151636008258,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
371408700802,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not switch on
999999999,ITA_071 : DISTRETTO 6,Installation,Oven door not aligned
704181063,ITA_030 : DISTRETTO 1,Installation,Oven door not aligned
151629005376,ITA_092 : DISTRETTO 5,Standard Repair,Outer glass broken - PREORD - NA
405150031,ITA_030 : DISTRETTO 1,Product Substitution,Oven does not switch on
Not assigned,ITA_017 : DISTRETTO 3,Standard Repair,Door will not Open
371035701598,ITA_0MI : LAB_MI,Standard Repair,Oven does not switch on
999999999,ITA_043 : DISTRETTO 2,Installation,Oven does not switch on
604050270,ITA_088 : DISTRETTO 7,Standard Repair,Appliance dented / damaged
151538006498,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
701100367,ITA_088 : DISTRETTO 7,Product Substitution,Use for JLP bulk booking's - NA
151703005754,ITA_008 : DISTRETTO 8,Standard Repair,Too noisy
611250680,ITA_008 : DISTRETTO 8,Product Substitution,Sparks during cooking
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not heat
151705006153,ITA_0MI : LAB_MI,Standard Repair,Door will not Close
705161654,ITA_008 : DISTRETTO 8,Complex Repair,Door will not Close
610101304,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
151613803890,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
221604000008,ITA_043 : DISTRETTO 2,Product Substitution,Control panel display fault - NA
151615000534,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151606006100,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't cook
151536007292,ITA_030 : DISTRETTO 1,Standard Repair,Touch screen has no sensitivity
151642004264,ITA_008 : DISTRETTO 8,Standard Repair,Door will not Close
151718003301,ITA_006 : DISTRETTO 4,Standard Repair,Door will not Open
605270346,ITA_071 : DISTRETTO 6,Product Substitution,NO-DISPLAY
511170056,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
999999999,ITA_030 : DISTRETTO 1,Installation,Oven door not aligned
151520005389,ITA_006 : DISTRETTO 4,Installation,Oven does not heat
504010013,ITA_006 : DISTRETTO 4,Standard Repair,Door will not Open
